division_number,division_header,title_number,title_header,subtitle,part,section_number,section_header,text
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(b) (b) Behavioral health assessments and intervention (1) (1) In general The Attorney General may award grants to States, units of local government, territories, Indian Tribes, nonprofit agencies, or any combination thereof, to develop, implement, or expand a behavioral health screening and assessment program framework for State or local criminal justice systems. (2) (2) Allowable uses Grants awarded under this subsection may be used for— (A) (A) promotion of the use of validated assessment tools to gauge the criminogenic risk, substance abuse needs, and mental health needs of individuals; (B) (B) initiatives to match the risk factors and needs of individuals to programs and practices associated with research-based, positive outcomes; (C) (C) implementing methods for identifying and treating individuals who are most likely to benefit from coordinated supervision and treatment strategies, and identifying individuals who can do well with fewer interventions; and (D) (D) collaborative decision-making among the heads of criminal justice agencies, mental health systems, judicial systems, substance abuse systems, and other relevant systems or agencies for determining how treatment and intensive supervision services should be allocated in order to maximize benefits, and developing and utilizing capacity accordingly.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(1) (1) In general The Attorney General may award grants to States, units of local government, territories, Indian Tribes, nonprofit agencies, or any combination thereof, to develop, implement, or expand a behavioral health screening and assessment program framework for State or local criminal justice systems.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(2) (2) Allowable uses Grants awarded under this subsection may be used for— (A) (A) promotion of the use of validated assessment tools to gauge the criminogenic risk, substance abuse needs, and mental health needs of individuals; (B) (B) initiatives to match the risk factors and needs of individuals to programs and practices associated with research-based, positive outcomes; (C) (C) implementing methods for identifying and treating individuals who are most likely to benefit from coordinated supervision and treatment strategies, and identifying individuals who can do well with fewer interventions; and (D) (D) collaborative decision-making among the heads of criminal justice agencies, mental health systems, judicial systems, substance abuse systems, and other relevant systems or agencies for determining how treatment and intensive supervision services should be allocated in order to maximize benefits, and developing and utilizing capacity accordingly.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(A) (A) promotion of the use of validated assessment tools to gauge the criminogenic risk, substance abuse needs, and mental health needs of individuals;."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(B) (B) initiatives to match the risk factors and needs of individuals to programs and practices associated with research-based, positive outcomes;."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(C) (C) implementing methods for identifying and treating individuals who are most likely to benefit from coordinated supervision and treatment strategies, and identifying individuals who can do well with fewer interventions; and."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(D) (D) collaborative decision-making among the heads of criminal justice agencies, mental health systems, judicial systems, substance abuse systems, and other relevant systems or agencies for determining how treatment and intensive supervision services should be allocated in order to maximize benefits, and developing and utilizing capacity accordingly.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(c) (c) Use of grant funds A State, unit of local government, territory, Indian Tribe, or nonprofit agency that receives a grant under this section shall, in accordance with subsection (b)(2), use grant funds for the expenses of a treatment program, including— (1) (1) salaries, personnel costs, equipment costs, and other costs directly related to the operation of the program, including costs relating to enforcement; (2) (2) payments for treatment providers that are approved by the State or Indian Tribe and licensed, if necessary, to provide needed treatment to program participants, including aftercare supervision, vocational training, education, and job placement; and (3) (3) payments to public and nonprofit private entities that are approved by the State or Indian Tribe and licensed, if necessary, to provide alcohol and drug addiction treatment to offenders participating in the program.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(1) (1) salaries, personnel costs, equipment costs, and other costs directly related to the operation of the program, including costs relating to enforcement;."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(2) (2) payments for treatment providers that are approved by the State or Indian Tribe and licensed, if necessary, to provide needed treatment to program participants, including aftercare supervision, vocational training, education, and job placement; and."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(3) (3) payments to public and nonprofit private entities that are approved by the State or Indian Tribe and licensed, if necessary, to provide alcohol and drug addiction treatment to offenders participating in the program.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(d) (d) Supplement of non-Federal funds (1) (1) In general Grants awarded under this section shall be used to supplement, and not supplant, non-Federal funds that would otherwise be available for programs described in this section. (2) (2) Federal share The Federal share of a grant made under this section may not exceed 50 percent of the total costs of the program described in an application under subsection (e).."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(1) (1) In general Grants awarded under this section shall be used to supplement, and not supplant, non-Federal funds that would otherwise be available for programs described in this section.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(2) (2) Federal share The Federal share of a grant made under this section may not exceed 50 percent of the total costs of the program described in an application under subsection (e)..
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(e) (e) Applications To request a grant under this section, a State, unit of local government, territory, Indian Tribe, or nonprofit agency shall submit an application to the Attorney General in such form and containing such information as the Attorney General may reasonably require.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(f) (f) Geographic distribution The Attorney General shall ensure that, to the extent practicable, the distribution of grants under this section is equitable and includes— (1) (1) each State; and (2) (2) a unit of local government, territory, Indian Tribe, or nonprofit agency— (A) (A) in each State; and (B) (B) in rural, suburban, Tribal, and urban jurisdictions.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(1) (1) each State; and.
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(2) (2) a unit of local government, territory, Indian Tribe, or nonprofit agency— (A) (A) in each State; and (B) (B) in rural, suburban, Tribal, and urban jurisdictions.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(A) (A) in each State; and.
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(B) (B) in rural, suburban, Tribal, and urban jurisdictions.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(g) (g) Reports and evaluations For each fiscal year, each grantee under this section during that fiscal year shall submit to the Attorney General a report on the effectiveness of activities carried out using such grant. Each report shall include an evaluation in such form and containing such information as the Attorney General may reasonably require. The Attorney General shall specify the dates on which such reports shall be submitted.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(h) (h) Accountability Grants awarded under this section shall be subject to the following accountability provisions: (1) (1) Audit requirement (A) (A) Definition In this paragraph, the term unresolved audit finding means a finding in the final audit report of the Inspector General of the Department of Justice under subparagraph (C) that the audited grantee has used grant funds for an unauthorized expenditure or otherwise unallowable cost that is not closed or resolved within 1 year after the date on which final audit report is issued. (B) (B) Audits Beginning in the first fiscal year beginning after the date of enactment of this section, and in each fiscal year thereafter, the Inspector General of the Department of Justice shall conduct audits of grantees under this section to prevent waste, fraud, and abuse of funds by grantees. The Inspector General shall determine the appropriate number of grantees to be audited each year. (C) (C) Final audit report The Inspector General of the Department of Justice shall submit to the Attorney General a final report on each audit conducted under subparagraph (B). (D) (D) Mandatory exclusion Grantees under this section about which there is an unresolved audit finding shall not be eligible to receive a grant under this section during the 2 fiscal years beginning after the end of the 1-year period described in subparagraph (A). (E) (E) Priority In making grants under this section, the Attorney General shall give priority to applicants that did not have an unresolved audit finding during the 3 fiscal years before submitting an application for a grant under this section. (F) (F) Reimbursement If an entity receives a grant under this section during the 2-fiscal-year period during which the entity is prohibited from receiving grants under subparagraph (D), the Attorney General shall— (i) (i) deposit an amount equal to the amount of the grant that was improperly awarded to the grantee into the General Fund of the Treasury; and (ii) (ii) seek to recoup the costs of the repayment under clause (i) from the grantee that was erroneously awarded grant funds. (2) (2) Nonprofit agency requirements (A) (A) Definition For purposes of this paragraph and the grant program under this section, the term nonprofit agency means an organization that is described in section 501(c)(3) of the Internal Revenue Code of 1986 ( 26 U.S.C. 501(c)(3) ) and is exempt from taxation under section 501(a) of the Internal Revenue Code of 1986 ( 26 U.S.C."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"501(a) ). (B) (B) Prohibition The Attorney General may not award a grant under this section to a nonprofit agency that holds money in an offshore account for the purpose of avoiding paying the tax described in section 511(a) of the Internal Revenue Code of 1986 ( 26 U.S.C. 511(a) ). (C) (C) Disclosure Each nonprofit agency that is awarded a grant under this section and uses the procedures prescribed in regulations to create a rebuttable presumption of reasonableness for the compensation of its officers, directors, trustees, and key employees, shall disclose to the Attorney General, in the application for the grant, the process for determining such compensation, including the independent persons involved in reviewing and approving such compensation, the comparability data used, and contemporaneous substantiation of the deliberation and decision. Upon request, the Attorney General shall make the information disclosed under this subparagraph available for public inspection. (3) (3) Conference expenditures (A) (A) Limitation Not more than $20,000 of the amounts made available to the Department of Justice to carry out this section may be used by the Attorney General, or by any individual or entity awarded a grant under this section to host, or make any expenditures relating to, a conference unless the Deputy Attorney General provides prior written authorization that the funds may be expended to host the conference or make such expenditure. (B) (B) Written approval Written approval under subparagraph (A) shall include a written estimate of all costs associated with the conference, including the cost of all food, beverages, audio-visual equipment, honoraria for speakers, and entertainment. (C) (C) Report The Deputy Attorney General shall submit an annual report to the Committee on the Judiciary of the Senate and the Committee on the Judiciary of the House of Representatives on all conference expenditures approved under this paragraph."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(4) (4) Annual certification Beginning in the first fiscal year beginning after the date of enactment of this subsection, the Attorney General shall submit to the Committee on the Judiciary and the Committee on Appropriations of the Senate and the Committee on the Judiciary and the Committee on Appropriations of the House of Representatives an annual certification— (A) (A) indicating whether— (i) (i) all final audit reports issued by the Office of the Inspector General under paragraph (1) have been completed and reviewed by the appropriate Assistant Attorney General or Director; (ii) (ii) all mandatory exclusions required under paragraph (1)(D) have been issued; and (iii) (iii) any reimbursements required under paragraph (1)(F) have been made; and (B) (B) that includes a list of any grantees excluded under paragraph (1)(D) from the previous year.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(1) (1) Audit requirement (A) (A) Definition In this paragraph, the term unresolved audit finding means a finding in the final audit report of the Inspector General of the Department of Justice under subparagraph (C) that the audited grantee has used grant funds for an unauthorized expenditure or otherwise unallowable cost that is not closed or resolved within 1 year after the date on which final audit report is issued. (B) (B) Audits Beginning in the first fiscal year beginning after the date of enactment of this section, and in each fiscal year thereafter, the Inspector General of the Department of Justice shall conduct audits of grantees under this section to prevent waste, fraud, and abuse of funds by grantees. The Inspector General shall determine the appropriate number of grantees to be audited each year. (C) (C) Final audit report The Inspector General of the Department of Justice shall submit to the Attorney General a final report on each audit conducted under subparagraph (B). (D) (D) Mandatory exclusion Grantees under this section about which there is an unresolved audit finding shall not be eligible to receive a grant under this section during the 2 fiscal years beginning after the end of the 1-year period described in subparagraph (A). (E) (E) Priority In making grants under this section, the Attorney General shall give priority to applicants that did not have an unresolved audit finding during the 3 fiscal years before submitting an application for a grant under this section. (F) (F) Reimbursement If an entity receives a grant under this section during the 2-fiscal-year period during which the entity is prohibited from receiving grants under subparagraph (D), the Attorney General shall— (i) (i) deposit an amount equal to the amount of the grant that was improperly awarded to the grantee into the General Fund of the Treasury; and (ii) (ii) seek to recoup the costs of the repayment under clause (i) from the grantee that was erroneously awarded grant funds.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(A) (A) Definition In this paragraph, the term unresolved audit finding means a finding in the final audit report of the Inspector General of the Department of Justice under subparagraph (C) that the audited grantee has used grant funds for an unauthorized expenditure or otherwise unallowable cost that is not closed or resolved within 1 year after the date on which final audit report is issued.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(B) (B) Audits Beginning in the first fiscal year beginning after the date of enactment of this section, and in each fiscal year thereafter, the Inspector General of the Department of Justice shall conduct audits of grantees under this section to prevent waste, fraud, and abuse of funds by grantees. The Inspector General shall determine the appropriate number of grantees to be audited each year.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(C) (C) Final audit report The Inspector General of the Department of Justice shall submit to the Attorney General a final report on each audit conducted under subparagraph (B)..
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(D) (D) Mandatory exclusion Grantees under this section about which there is an unresolved audit finding shall not be eligible to receive a grant under this section during the 2 fiscal years beginning after the end of the 1-year period described in subparagraph (A)..
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(E) (E) Priority In making grants under this section, the Attorney General shall give priority to applicants that did not have an unresolved audit finding during the 3 fiscal years before submitting an application for a grant under this section.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(F) (F) Reimbursement If an entity receives a grant under this section during the 2-fiscal-year period during which the entity is prohibited from receiving grants under subparagraph (D), the Attorney General shall— (i) (i) deposit an amount equal to the amount of the grant that was improperly awarded to the grantee into the General Fund of the Treasury; and (ii) (ii) seek to recoup the costs of the repayment under clause (i) from the grantee that was erroneously awarded grant funds.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(i) (i) deposit an amount equal to the amount of the grant that was improperly awarded to the grantee into the General Fund of the Treasury; and.
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(ii) (ii) seek to recoup the costs of the repayment under clause (i) from the grantee that was erroneously awarded grant funds..
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(2) (2) Nonprofit agency requirements (A) (A) Definition For purposes of this paragraph and the grant program under this section, the term nonprofit agency means an organization that is described in section 501(c)(3) of the Internal Revenue Code of 1986 ( 26 U.S.C. 501(c)(3) ) and is exempt from taxation under section 501(a) of the Internal Revenue Code of 1986 ( 26 U.S.C. 501(a) ). (B) (B) Prohibition The Attorney General may not award a grant under this section to a nonprofit agency that holds money in an offshore account for the purpose of avoiding paying the tax described in section 511(a) of the Internal Revenue Code of 1986 ( 26 U.S.C. 511(a) ). (C) (C) Disclosure Each nonprofit agency that is awarded a grant under this section and uses the procedures prescribed in regulations to create a rebuttable presumption of reasonableness for the compensation of its officers, directors, trustees, and key employees, shall disclose to the Attorney General, in the application for the grant, the process for determining such compensation, including the independent persons involved in reviewing and approving such compensation, the comparability data used, and contemporaneous substantiation of the deliberation and decision. Upon request, the Attorney General shall make the information disclosed under this subparagraph available for public inspection.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(A) (A) Definition For purposes of this paragraph and the grant program under this section, the term nonprofit agency means an organization that is described in section 501(c)(3) of the Internal Revenue Code of 1986 ( 26 U.S.C. 501(c)(3) ) and is exempt from taxation under section 501(a) of the Internal Revenue Code of 1986 ( 26 U.S.C. 501(a) ).."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(B) (B) Prohibition The Attorney General may not award a grant under this section to a nonprofit agency that holds money in an offshore account for the purpose of avoiding paying the tax described in section 511(a) of the Internal Revenue Code of 1986 ( 26 U.S.C. 511(a) )..
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(C) (C) Disclosure Each nonprofit agency that is awarded a grant under this section and uses the procedures prescribed in regulations to create a rebuttable presumption of reasonableness for the compensation of its officers, directors, trustees, and key employees, shall disclose to the Attorney General, in the application for the grant, the process for determining such compensation, including the independent persons involved in reviewing and approving such compensation, the comparability data used, and contemporaneous substantiation of the deliberation and decision. Upon request, the Attorney General shall make the information disclosed under this subparagraph available for public inspection.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(3) (3) Conference expenditures (A) (A) Limitation Not more than $20,000 of the amounts made available to the Department of Justice to carry out this section may be used by the Attorney General, or by any individual or entity awarded a grant under this section to host, or make any expenditures relating to, a conference unless the Deputy Attorney General provides prior written authorization that the funds may be expended to host the conference or make such expenditure. (B) (B) Written approval Written approval under subparagraph (A) shall include a written estimate of all costs associated with the conference, including the cost of all food, beverages, audio-visual equipment, honoraria for speakers, and entertainment. (C) (C) Report The Deputy Attorney General shall submit an annual report to the Committee on the Judiciary of the Senate and the Committee on the Judiciary of the House of Representatives on all conference expenditures approved under this paragraph.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(A) (A) Limitation Not more than $20,000 of the amounts made available to the Department of Justice to carry out this section may be used by the Attorney General, or by any individual or entity awarded a grant under this section to host, or make any expenditures relating to, a conference unless the Deputy Attorney General provides prior written authorization that the funds may be expended to host the conference or make such expenditure.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(B) (B) Written approval Written approval under subparagraph (A) shall include a written estimate of all costs associated with the conference, including the cost of all food, beverages, audio-visual equipment, honoraria for speakers, and entertainment.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(C) (C) Report The Deputy Attorney General shall submit an annual report to the Committee on the Judiciary of the Senate and the Committee on the Judiciary of the House of Representatives on all conference expenditures approved under this paragraph..
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(4) (4) Annual certification Beginning in the first fiscal year beginning after the date of enactment of this subsection, the Attorney General shall submit to the Committee on the Judiciary and the Committee on Appropriations of the Senate and the Committee on the Judiciary and the Committee on Appropriations of the House of Representatives an annual certification— (A) (A) indicating whether— (i) (i) all final audit reports issued by the Office of the Inspector General under paragraph (1) have been completed and reviewed by the appropriate Assistant Attorney General or Director; (ii) (ii) all mandatory exclusions required under paragraph (1)(D) have been issued; and (iii) (iii) any reimbursements required under paragraph (1)(F) have been made; and (B) (B) that includes a list of any grantees excluded under paragraph (1)(D) from the previous year.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(A) (A) indicating whether— (i) (i) all final audit reports issued by the Office of the Inspector General under paragraph (1) have been completed and reviewed by the appropriate Assistant Attorney General or Director; (ii) (ii) all mandatory exclusions required under paragraph (1)(D) have been issued; and (iii) (iii) any reimbursements required under paragraph (1)(F) have been made; and.
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(i) (i) all final audit reports issued by the Office of the Inspector General under paragraph (1) have been completed and reviewed by the appropriate Assistant Attorney General or Director;.
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(ii) (ii) all mandatory exclusions required under paragraph (1)(D) have been issued; and.
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(iii) (iii) any reimbursements required under paragraph (1)(F) have been made; and.
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(B) (B) that includes a list of any grantees excluded under paragraph (1)(D) from the previous year..
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(i) (i) Preventing duplicative grants (1) (1) In general Before the Attorney General awards a grant to an applicant under this section, the Attorney General shall compare the possible grant with any other grants awarded to the applicant under this Act to determine whether the grants are for the same purpose. (2) (2) Report If the Attorney General awards multiple grants to the same applicant for the same purpose, the Attorney General shall submit to the Committee on the Judiciary of the Senate and the Committee on the Judiciary of the House of Representatives a report that includes— (A) (A) a list of all duplicate grants awarded, including the total dollar amount of any such grants awarded; and (B) (B) the reason the Attorney General awarded the duplicate grants.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(1) (1) In general Before the Attorney General awards a grant to an applicant under this section, the Attorney General shall compare the possible grant with any other grants awarded to the applicant under this Act to determine whether the grants are for the same purpose.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(2) (2) Report If the Attorney General awards multiple grants to the same applicant for the same purpose, the Attorney General shall submit to the Committee on the Judiciary of the Senate and the Committee on the Judiciary of the House of Representatives a report that includes— (A) (A) a list of all duplicate grants awarded, including the total dollar amount of any such grants awarded; and (B) (B) the reason the Attorney General awarded the duplicate grants.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,"(A) (A) a list of all duplicate grants awarded, including the total dollar amount of any such grants awarded; and."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,2209.,Mental health responses in the judicial system,(B) (B) the reason the Attorney General awarded the duplicate grants..
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,14005.,Forensic assertive community treatment initiatives,(1) (1) redesignating subsection (j) as subsection (o); and.
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,14005.,Forensic assertive community treatment initiatives,"(2) (2) inserting after subsection (i) the following: (j) (j) Forensic Assertive Community Treatment (FACT) Initiative Program (1) (1) In general The Attorney General may make grants to States, units of local government, territories, Indian Tribes, nonprofit agencies, or any combination thereof, to develop, implement, or expand Assertive Community Treatment initiatives to develop forensic assertive community treatment (referred to in this subsection as FACT ) programs that provide high intensity services in the community for individuals with mental illness with involvement in the criminal justice system to prevent future incarcerations. (2) (2) Allowable uses Grant funds awarded under this subsection may be used for— (A) (A) multidisciplinary team initiatives for individuals with mental illnesses with criminal justice involvement that address criminal justice involvement as part of treatment protocols; (B) (B) FACT programs that involve mental health professionals, criminal justice agencies, chemical dependency specialists, nurses, psychiatrists, vocational specialists, forensic peer specialists, forensic specialists, and dedicated administrative support staff who work together to provide recovery oriented, 24/7 wraparound services; (C) (C) services such as integrated evidence-based practices for the treatment of co-occurring mental health and substance-related disorders, assertive outreach and engagement, community-based service provision at participants’ residence or in the community, psychiatric rehabilitation, recovery oriented services, services to address criminogenic risk factors, and community tenure; (D) (D) payments for treatment providers that are approved by the State or Indian Tribe and licensed, if necessary, to provide needed treatment to eligible offenders participating in the program, including behavioral health services and aftercare supervision; and (E) (E) training for all FACT teams to promote high-fidelity practice principles and technical assistance to support effective and continuing integration with criminal justice agency partners. (3) (3) Supplement and not supplant Grants made under this subsection shall be used to supplement, and not supplant, non-Federal funds that would otherwise be available for programs described in this subsection."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,14005.,Forensic assertive community treatment initiatives,"(4) (4) Applications To request a grant under this subsection, a State, unit of local government, territory, Indian Tribe, or nonprofit agency shall submit an application to the Attorney General in such form and containing such information as the Attorney General may reasonably require. .."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,14005.,Forensic assertive community treatment initiatives,"(j) (j) Forensic Assertive Community Treatment (FACT) Initiative Program (1) (1) In general The Attorney General may make grants to States, units of local government, territories, Indian Tribes, nonprofit agencies, or any combination thereof, to develop, implement, or expand Assertive Community Treatment initiatives to develop forensic assertive community treatment (referred to in this subsection as FACT ) programs that provide high intensity services in the community for individuals with mental illness with involvement in the criminal justice system to prevent future incarcerations. (2) (2) Allowable uses Grant funds awarded under this subsection may be used for— (A) (A) multidisciplinary team initiatives for individuals with mental illnesses with criminal justice involvement that address criminal justice involvement as part of treatment protocols; (B) (B) FACT programs that involve mental health professionals, criminal justice agencies, chemical dependency specialists, nurses, psychiatrists, vocational specialists, forensic peer specialists, forensic specialists, and dedicated administrative support staff who work together to provide recovery oriented, 24/7 wraparound services; (C) (C) services such as integrated evidence-based practices for the treatment of co-occurring mental health and substance-related disorders, assertive outreach and engagement, community-based service provision at participants’ residence or in the community, psychiatric rehabilitation, recovery oriented services, services to address criminogenic risk factors, and community tenure; (D) (D) payments for treatment providers that are approved by the State or Indian Tribe and licensed, if necessary, to provide needed treatment to eligible offenders participating in the program, including behavioral health services and aftercare supervision; and (E) (E) training for all FACT teams to promote high-fidelity practice principles and technical assistance to support effective and continuing integration with criminal justice agency partners. (3) (3) Supplement and not supplant Grants made under this subsection shall be used to supplement, and not supplant, non-Federal funds that would otherwise be available for programs described in this subsection."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,14005.,Forensic assertive community treatment initiatives,"(4) (4) Applications To request a grant under this subsection, a State, unit of local government, territory, Indian Tribe, or nonprofit agency shall submit an application to the Attorney General in such form and containing such information as the Attorney General may reasonably require.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,14005.,Forensic assertive community treatment initiatives,"(1) (1) In general The Attorney General may make grants to States, units of local government, territories, Indian Tribes, nonprofit agencies, or any combination thereof, to develop, implement, or expand Assertive Community Treatment initiatives to develop forensic assertive community treatment (referred to in this subsection as FACT ) programs that provide high intensity services in the community for individuals with mental illness with involvement in the criminal justice system to prevent future incarcerations.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,14005.,Forensic assertive community treatment initiatives,"(2) (2) Allowable uses Grant funds awarded under this subsection may be used for— (A) (A) multidisciplinary team initiatives for individuals with mental illnesses with criminal justice involvement that address criminal justice involvement as part of treatment protocols; (B) (B) FACT programs that involve mental health professionals, criminal justice agencies, chemical dependency specialists, nurses, psychiatrists, vocational specialists, forensic peer specialists, forensic specialists, and dedicated administrative support staff who work together to provide recovery oriented, 24/7 wraparound services; (C) (C) services such as integrated evidence-based practices for the treatment of co-occurring mental health and substance-related disorders, assertive outreach and engagement, community-based service provision at participants’ residence or in the community, psychiatric rehabilitation, recovery oriented services, services to address criminogenic risk factors, and community tenure; (D) (D) payments for treatment providers that are approved by the State or Indian Tribe and licensed, if necessary, to provide needed treatment to eligible offenders participating in the program, including behavioral health services and aftercare supervision; and (E) (E) training for all FACT teams to promote high-fidelity practice principles and technical assistance to support effective and continuing integration with criminal justice agency partners.."
B,Helping Families in Mental Health Crisis ,XIV,Mental health and safe communities,Mental health and safe communities,,14005.,Forensic assertive community treatment initiatives,(A) (A) multidisciplinary team initiatives for individuals with mental illnesses with criminal justice involvement that address criminal justice involvement as part of treatment protocols;.
