Number,Type,Congress,Title,Url,Sponsor,Subject,Text Access,Summary,Committees,Topics,Related Bills
5900,HR,117,"To designate the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the ""Marine Corps Reserve PVT Jacob Cruz Post Office"".",https://api.congress.gov/v3/bill/117/hr/5900?format=xml,"Rep. Gomez, Jimmy [D-CA-34]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5900/BILLS-117hr5900enr.xml,"<p>This act designates the facility of the United States Postal Service located at 2016 East 1st Street in Los Angeles, California, as the Marine Corps Reserve PVT Jacob Cruz Post Office.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['California', 'Congressional tributes', 'Government buildings, facilities, and property', 'Postal service', ""Veterans' organizations and recognition""]",[]
5961,HR,117,"To make revisions in title 5, United States Code, as necessary to keep the title current, and to make technical amendments to improve the United States Code.",https://api.congress.gov/v3/bill/117/hr/5961?format=xml,"Rep. Neguse, Joe [D-CO-2]",Government Operations and Politics,https://www.congress.gov/117/bills/hr5961/BILLS-117hr5961enr.xml,"<p>This act restates current law concerning federal advisory committees, Offices of Inspector General, and financial disclosure requirements for federal personnel (including the President, Vice President, and executive branch officers and employees), as well as limitations on outside earned income and employment.</p>","['Judiciary Committee', 'Judiciary Committee']","['Advisory bodies', 'Federal officials', 'Government employee pay, benefits, personnel management', 'Government ethics and transparency, public corruption', 'Presidents and presidential powers, Vice Presidents']",[]
7735,HR,117,Improving Access to the VA Home Loan Benefit Act of 2022,https://api.congress.gov/v3/bill/117/hr/7735?format=xml,"Rep. Bost, Mike [R-IL-12]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7735/BILLS-117hr7735enr.xml,"<p><strong>Improving Access to the VA Home Loan Benefit Act of 2022</strong></p> <p>This act requires the Department of Veterans Affairs (VA) to update regulations, requirements, and guidance related to appraisals for housing loans guaranteed by the VA.</p> <p>Specifically, such regulations or requirements must specify when an appraisal is required, how an appraisal is to be conducted, and who is eligible to conduct an appraisal for such loans. The act also requires the VA to submit to Congress recommendations for improving the delivery times for appraisals for VA loans and to take such recommendations into consideration in prescribing its updated regulations or requirements.</p> <p>The VA must also provide additional guidance for desktop appraisals, which are performed remotely using information gathered by third parties with whom a VA-approved appraiser has entered into an agreement for such appraisal. In updating such guidance, the VA must specifically take into account situations where (1) desktop appraisals provide cost savings for borrowers, and (2) a traditional appraisal requirement could cause time delays and jeopardize the completion of a transaction.</p>","[""Veterans' Affairs Committee"", 'Economic Opportunity Subcommittee']","['Administrative law and regulatory procedures', 'Congressional oversight', 'Department of Veterans Affairs', 'Government information and archives', 'Housing finance and home ownership', ""Veterans' loans, housing, homeless programs""]","['https://api.congress.gov/v3/bill/117/s/4208?format=xml', 'https://api.congress.gov/v3/bill/117/hres/1339?format=xml']"
7638,HR,117,"To designate the facility of the United States Postal Service located at 6000 South Florida Avenue in Lakeland, Florida, as the ""U.S. Marine Corporal Ronald R. Payne Jr. Post Office"".",https://api.congress.gov/v3/bill/117/hr/7638?format=xml,"Rep. Franklin, C. Scott [R-FL-15]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7638/BILLS-117hr7638enr.xml,"<p />This act designates the facility of the United States Postal Service located at 6000 South Florida Avenue in Lakeland, Florida, as the U.S. Marine Corporal Ronald R. Payne Jr. Post Office.",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Florida', 'Government buildings, facilities, and property', 'Postal service']",[]
7519,HR,117,"To designate the facility of the United States Postal Service located at 2050 South Boulevard in Bloomfield Township, Michigan, as the ""Dr. Ezra S. Parke Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/7519?format=xml,"Rep. Levin, Andy [D-MI-9]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7519/BILLS-117hr7519enr.xml,"<p>This act designates the facility of the United States Postal Service located at 2050 South Boulevard in Bloomfield Township, Michigan, as the Dr. Ezra S. Parke Post Office Building.</p>",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Government buildings, facilities, and property', 'Michigan', 'Postal service']",[]
7518,HR,117,"To designate the facility of the United States Postal Service located at 23200 John R Road in Hazel Park, Michigan, as the ""Roy E. Dickens Post Office"".",https://api.congress.gov/v3/bill/117/hr/7518?format=xml,"Rep. Levin, Andy [D-MI-9]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7518/BILLS-117hr7518enr.xml,"<p>This act designates the facility of the United States Postal Service located at 23200 John R Road in Hazel Park, Michigan, as the Roy E. Dickens Post Office.</p>","['Homeland Security and Governmental Affairs Committee', 'Oversight and Government Reform Committee']","['Congressional tributes', 'Government buildings, facilities, and property', 'Michigan', 'Postal service']",[]
6630,HR,117,"To designate the facility of the United States Postal Service located at 1400 N Kraemer Blvd. in Placentia, California, as the ""PFC Jang Ho Kim Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/6630?format=xml,"Rep. Kim, Young [R-CA-39]",Government Operations and Politics,https://www.congress.gov/117/bills/hr6630/BILLS-117hr6630enr.xml,"<p>This act designates the facility of the United States Postal Service located at 1400 N Kraemer Blvd. in Placentia, California, as the PFC Jang Ho Kim Post Office Building.</p>",['Oversight and Government Reform Committee'],"['California', 'Congressional tributes', 'Government buildings, facilities, and property', 'Postal service']",['https://api.congress.gov/v3/bill/117/hres/1518?format=xml']
7514,HR,117,"To designate the facility of the United States Postal Service located at 345 South Main Street in Butler, Pennsylvania, as the ""Andrew Gomer Williams Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/7514?format=xml,"Rep. Kelly, Mike [R-PA-16]",Government Operations and Politics,https://www.congress.gov/117/bills/hr7514/BILLS-117hr7514enr.xml,"<p>This act designates the facility of the United States Postal Service located at 345 South Main Street in Butler, Pennsylvania, as the Andrew Gomer Williams Post Office Building.</p>",['Oversight and Government Reform Committee'],"['Congressional tributes', 'Government buildings, facilities, and property', 'Pennsylvania', 'Postal service']",[]
7335,HR,117,MST Claims Coordination Act,https://api.congress.gov/v3/bill/117/hr/7335?format=xml,"Rep. Luria, Elaine G. [D-VA-2]",Armed Forces and National Security,https://www.congress.gov/117/bills/hr7335/BILLS-117hr7335enr.xml,"<p><strong>MST Claims Coordination Act</strong></p> <p>This act modifies the Department of Veterans Affairs (VA) claims process for claims related to military sexual trauma (MST).</p> <p>During or immediately after a medical examination, hearing before the Board of Veterans' Appeals, or other relevant event, the Veterans Benefits Administration (VBA) must coordinate with the Veterans Health Administration (VHA) to provide veterans who elect to receive materials with outreach letters, information on the Veterans Crisis Line, information on how to make an appointment with a mental health provider, and other information on available resources relating to MST. Additionally, the VHA and the VBA must provide such materials with the determination the VA provides to the claimant in connection with a claim for compensation. </p> <p>In a claim for compensation arising from MST experienced by a veteran who is enrolled in the VA health care system and consents to the notification system, the VBA must automatically notify the VHA before the veteran (1) participates in a medical examination, hearing, or other relevant event; or (2) receives a determination from the VA in connection with the claim for compensation.</p>","[""Veterans' Affairs Committee"", ""Veterans' Affairs Committee"", 'Disability Assistance and Memorial Affairs Subcommittee']","['Assault and harassment offenses', 'Crime victims', 'Emergency communications systems', 'Emergency medical services and trauma care', 'Government information and archives', 'Medical tests and diagnostic methods', 'Mental health', 'Sex offenses', 'Telephone and wireless communication', ""Veterans' medical care"", ""Veterans' pensions and compensation""]",[]
3285,HR,117,21st Century President Act,https://api.congress.gov/v3/bill/117/hr/3285?format=xml,"Rep. Pocan, Mark [D-WI-2]",Crime and Law Enforcement,https://www.congress.gov/117/bills/hr3285/BILLS-117hr3285enr.xml,"<p><b>21st Century President Act</b></p> <p>This act revises the definition of <em>immediate family</em> for purposes of a criminal offense involving a threat to kill, kidnap, or inflict bodily harm on a former President or a member of the immediate family of a former President.</p> <p>Specifically, it replaces gender-specific references to a former President's <em>wife</em> and <em>widow</em> with the gender-neutral terms <em>spouse</em> and <em>surviving spouse</em>.</p>","['Judiciary Committee', 'Judiciary Committee', 'Crime and Federal Government Surveillance Subcommittee']","['Presidents and presidential powers, Vice Presidents', 'Protection of officials', 'Right of privacy', 'Sex, gender, sexual orientation discrimination', 'Violent crime']",[]
441,HR,117,Don Young Alaska Native Health Care Land Transfers Act of 2022,https://api.congress.gov/v3/bill/117/hr/441?format=xml,"Rep. Young, Don [R-AK-At Large]",Native Americans,https://www.congress.gov/117/bills/hr441/BILLS-117hr441enr.xml,"<p><strong>Don Young Alaska Native Health Care Land Transfers Act of 2022</strong></p> <p>This act directs the Department of Health and Human Services (HHS) to convey specified property in Alaska to certain nonprofit entities that support Alaska Native communities.</p> <p>Specifically, HHS must convey specified property in (1) Tanana, Alaska, to the Tanana Tribal Council for use in connection with health and social services programs; (2) Sitka, Alaska, to the Southeast Alaska Regional Health Consortium for use in connection with health and social services programs; and (3) Anchorage, Alaska, to the Alaska Native Tribal Health Consortium for use in connection with health programs. </p> <p>These conveyances shall not require any consideration from, or impose any obligation, term, or condition on, the consortia or council or allow for any U.S. reversionary interest in the property. </p> <p>The consortia or council shall not be liable for any environmental contamination that occurred before these conveyances.</p>","['Energy and Commerce Committee', 'Health Subcommittee', 'Natural Resources Committee', 'Indian and Insular Affairs Subcommittee']","['Alaska', 'Alaska Natives and Hawaiians', 'Indian lands and resources rights', 'Indian social and development programs', 'Land transfers', 'Minority health']","['https://api.congress.gov/v3/bill/117/hr/442?format=xml', 'https://api.congress.gov/v3/bill/117/hr/443?format=xml', 'https://api.congress.gov/v3/bill/117/s/548?format=xml', 'https://api.congress.gov/v3/bill/117/s/550?format=xml', 'https://api.congress.gov/v3/bill/117/s/549?format=xml']"
